application_id,household_id,cycle_id,caseworker_id,submitted_at,amount_requested,need_category,stated_need_amount,days_since_hardship_onset,prior_applications_count,days_since_last_application,referral_source,application_channel,application_completeness,documentation_provided,status
2142,76c9f927-8580-4724-99ed-2740296b1d58,12,7,2025-09-14T09:00:00,30729.08,food,33666.78,4,2,123,self,in_person,0.585,True,closed
2289,f9d83e35-dec7-4cf8-ba7e-6c5f0e0c135d,12,9,2025-09-01T09:00:00,30481.94,childcare,28704.33,4,0,,ngo_partner,in_person,0.705,True,closed
2282,b4cc72f9-e85e-491c-b96e-fbfedbef0c85,12,9,2025-09-19T09:00:00,41562.77,other,43002.95,39,3,85,caseworker_outreach,phone,0.718,False,deferred
2192,149d331a-7005-4464-9a2b-170b5549f8b2,12,8,2025-09-16T09:00:00,9159.02,medical,8853.5,10,1,291,self,in_person,0.858,True,closed
2201,7e8e095e-095f-492b-b51a-865030fd54a3,12,6,2025-09-26T09:00:00,25777.86,medical,23416.47,16,2,130,ngo_partner,in_person,0.578,False,audit_approved
2191,403bfc79-9f78-46e7-9365-03f10e3abfd0,12,4,2025-09-11T09:00:00,24335.33,utilities,22028.26,7,3,86,self,in_person,0.901,True,deferred
2035,30e7afbe-f5eb-4eda-936c-225503c27bcb,12,9,2025-09-01T09:00:00,40194.33,medical,41868.32,17,2,46,self,in_person,0.484,False,deferred
2060,aee03c2b-62c7-41cc-ae73-44da1bdd9b11,12,7,2025-09-21T09:00:00,18585.02,food,21002.83,25,2,66,ngo_partner,in_person,0.774,False,closed
2163,f114f0a8-5ae6-4999-9204-d6831c4ce5d0,12,8,2025-09-14T09:00:00,20283.48,childcare,19134.46,16,0,,community_leader,in_person,0.552,True,deferred
2257,bb24164c-c72a-48e2-accb-3d9fec2b2044,12,1,2025-09-19T09:00:00,3413.0,medical,3858.67,4,1,285,self,phone,0.274,True,closed
2226,8c21db1e-08f2-4fff-b5f9-6492cced157c,12,7,2025-09-09T09:00:00,22700.95,food,25433.66,10,0,,caseworker_outreach,in_person,0.673,False,deferred
2123,34b5313d-cded-4857-8dc1-0cc6b6aed095,12,1,2025-09-27T09:00:00,40391.74,other,44680.86,6,2,247,self,phone,0.666,True,deferred
2124,b0e916a2-7155-471f-bece-3847b84a994d,12,2,2025-09-20T09:00:00,37578.64,funeral,42055.41,5,1,67,caseworker_outreach,in_person,0.655,True,deferred
2290,b20555fc-2dd0-49ff-adfa-f2ac7e6216d9,12,8,2025-09-27T09:00:00,16769.59,rent_arrears,16854.79,30,1,235,ngo_partner,online,0.741,True,closed
2266,0343647c-98df-4e57-ac57-d7965b3da2ce,12,4,2025-09-25T09:00:00,12043.51,food,10852.36,79,0,,caseworker_outreach,phone,0.769,True,deferred
2115,49b2feab-4371-4c8a-8f91-00bf01e54b75,12,3,2025-09-23T09:00:00,16365.41,other,15274.65,33,0,,community_leader,caseworker_submitted,0.829,True,closed
2296,d48b355d-76fb-4aa1-81d2-11d14c755aa7,12,1,2025-09-21T09:00:00,16782.22,rent_arrears,15342.23,21,1,71,prior_beneficiary,online,0.894,True,deferred
2103,7662bc4c-fd26-4250-ad78-612fe3d93d5b,12,1,2025-09-20T09:00:00,29750.78,utilities,30422.45,40,1,72,ngo_partner,phone,0.749,True,closed
2235,6c05c787-ef71-456a-8ab9-5426d6314428,12,6,2025-09-23T09:00:00,33166.01,education,35880.21,25,1,93,ngo_partner,caseworker_submitted,0.808,True,deferred
2059,41b2f8b8-78b4-4208-b110-daa9df996e74,12,8,2025-09-12T09:00:00,13578.42,food,13160.94,15,1,138,ngo_partner,caseworker_submitted,0.587,True,closed
2087,c0276e5e-cd6b-4909-939b-9b1cb5039ca6,12,3,2025-09-21T09:00:00,43864.33,food,48505.2,0,1,135,self,phone,0.346,False,closed
2204,0d862508-5b4b-4f42-8456-19fad3da8580,12,2,2025-09-28T09:00:00,24856.66,medical,27768.46,3,0,,caseworker_outreach,caseworker_submitted,0.598,True,closed
2135,1c319cd5-e8dd-45aa-94f4-34ef0b4f41c7,12,3,2025-09-17T09:00:00,61614.87,medical,66325.64,2,0,,self,in_person,0.776,True,deferred
2073,b5edfaec-1c81-4abf-91a1-a2c86e76f810,12,7,2025-09-03T09:00:00,31420.02,food,29196.89,26,1,286,ngo_partner,caseworker_submitted,0.419,False,closed
2177,92ab1b66-3ba5-42a5-b186-c07e0c9526a7,12,10,2025-09-14T09:00:00,24746.79,food,23167.95,1,1,67,ngo_partner,phone,0.629,False,closed
2044,e3200b9d-4f96-4b25-8aeb-ba5ae6e1bca1,12,1,2025-09-11T09:00:00,3317.48,food,2880.47,17,1,165,self,online,0.812,True,closed
2302,9d9a054a-d7c6-44cc-ab7d-d39372853fad,12,9,2025-09-26T09:00:00,36880.21,utilities,34282.48,39,1,335,self,in_person,0.513,False,closed
2046,5b45aeb5-73ee-4ccf-b52b-43eddddeffd6,12,3,2025-09-06T09:00:00,24438.6,medical,27070.85,22,0,,self,in_person,0.617,True,deferred
2047,25c3ea75-eef4-4faf-9552-9e532b1afa55,12,8,2025-09-29T09:00:00,13840.71,funeral,13953.59,8,1,213,caseworker_outreach,caseworker_submitted,0.556,True,deferred
2158,3dfc0fd3-7f4f-4807-abdb-d30e454f1d17,12,7,2025-09-22T09:00:00,43576.36,childcare,38134.46,32,2,116,self,phone,0.585,False,closed
2281,bdae1436-360a-4a49-87b2-e4554adf4ef3,12,3,2025-09-10T09:00:00,19311.04,food,20253.93,0,1,110,ngo_partner,phone,0.774,True,deferred
2031,ed30543c-9d31-4e7f-8e15-22a24fe33430,12,8,2025-09-22T09:00:00,18658.44,other,18594.96,1,1,235,caseworker_outreach,in_person,0.785,True,closed
2250,42c09c7f-dfa8-42bc-998b-6bd59585bfc7,12,3,2025-09-23T09:00:00,38767.8,funeral,43242.71,9,2,125,self,in_person,0.736,True,deferred
2126,e348e289-9361-4497-af57-404e12fed703,12,9,2025-09-17T09:00:00,40002.59,education,36044.66,17,0,,caseworker_outreach,phone,0.649,True,audit_approved
2288,a7cb6015-6191-48db-a923-46ca447fd551,12,3,2025-09-14T09:00:00,32708.34,education,31738.54,32,2,103,self,in_person,0.924,True,closed
2081,10786802-9877-4aad-a611-d2419f07e771,12,3,2025-09-18T09:00:00,40612.41,food,39966.4,30,0,,caseworker_outreach,phone,0.59,False,deferred
2305,a9580fe0-1ebd-4aa8-b36c-3413f13827a2,12,3,2025-09-22T09:00:00,53488.54,other,61350.52,37,0,,ngo_partner,in_person,0.859,True,closed
2291,e716babe-56d6-4b83-bb9c-d7f32b9055a2,12,5,2025-09-24T09:00:00,25198.53,medical,23962.02,63,1,95,ngo_partner,phone,0.706,False,deferred
2280,ae9919b5-141d-433d-8c2a-11911c893129,12,3,2025-09-01T09:00:00,16569.89,food,15205.92,0,1,95,community_leader,phone,0.617,True,deferred
2092,19f38069-bd42-42ef-a413-7c810bd0b448,12,6,2025-09-20T09:00:00,20504.19,utilities,23089.22,8,1,135,caseworker_outreach,in_person,0.726,True,closed
2168,a17cdf55-c4aa-45f6-8fd2-5368ca0c722d,12,5,2025-09-07T09:00:00,22418.55,education,20468.99,45,0,,caseworker_outreach,caseworker_submitted,0.734,True,closed
2152,784872dc-d16e-4085-9b74-6326adac8023,12,10,2025-09-06T09:00:00,8788.34,food,7708.95,14,1,109,community_leader,in_person,0.663,True,audit_approved
2071,28ac618a-0278-4559-b620-2dc124c92b63,12,9,2025-09-27T09:00:00,24723.58,education,21279.0,23,2,29,ngo_partner,phone,0.77,True,deferred
2197,9c051370-0d6b-4dbf-8403-fcbbda57485a,12,8,2025-09-30T09:00:00,34342.08,other,30142.14,31,0,,self,in_person,0.71,False,closed
2221,07f1b3b5-52d2-4983-9090-660825714adf,12,3,2025-09-02T09:00:00,3000,medical,2853.73,3,0,,prior_beneficiary,phone,0.762,True,deferred
2270,c065549a-aef4-48c8-81a3-20dbf8ae45f6,12,5,2025-09-16T09:00:00,20867.34,food,23536.43,28,1,77,self,in_person,0.817,True,deferred
2045,7573667d-ef5c-434b-8e23-f39023b96e26,12,1,2025-09-14T09:00:00,3504.62,childcare,3294.57,15,2,86,self,in_person,0.494,True,deferred
2097,bdaa52fb-9c17-4c12-afc8-e31d185cf2a9,12,8,2025-09-24T09:00:00,9573.39,education,8352.5,4,2,85,self,phone,0.793,True,closed
2307,d8c99c35-1806-484b-8d2c-d4afa8e5129a,12,4,2025-09-02T09:00:00,3000,medical,3358.17,19,0,,caseworker_outreach,in_person,0.932,True,closed
2176,5c113aa1-8ee1-4e30-9747-c6d85485891a,12,4,2025-09-06T09:00:00,4431.4,medical,5011.43,41,1,85,self,phone,0.645,True,closed
2179,99e08b5e-5a0e-4856-937e-72c288cfcc2b,12,9,2025-09-09T09:00:00,3000,food,2669.22,3,0,,self,phone,0.809,False,deferred
2098,f998e17a-038f-446e-bec4-4ead800885af,12,4,2025-09-08T09:00:00,8074.92,education,7927.1,6,2,75,self,in_person,0.832,True,deferred
2130,70cbb312-3bb4-4569-b9f1-84db61ba2314,12,9,2025-09-25T09:00:00,46398.06,childcare,46745.59,36,0,,self,online,0.616,False,appealed
2198,63f8d386-6e92-436e-bbdb-3e678dbeeaac,12,2,2025-09-13T09:00:00,48557.81,other,50925.49,28,2,166,caseworker_outreach,in_person,0.597,False,closed
2299,439be8fd-0132-4a9c-b96d-ea496443c84d,12,1,2025-09-03T09:00:00,30963.32,childcare,31831.12,31,1,140,ngo_partner,online,0.595,False,closed
2086,b79d9c7b-65cd-49c8-9fc1-3435f62f2738,12,3,2025-09-21T09:00:00,3000,food,3007.46,8,0,,community_leader,online,0.766,True,deferred
2297,a9006ceb-1269-4189-8d33-2cf3e65eeab3,12,4,2025-09-11T09:00:00,3000,food,2602.04,40,0,,prior_beneficiary,online,0.666,True,closed
2076,b3ceadf2-a749-49b6-9a38-0d60f94f1b0b,12,7,2025-09-03T09:00:00,27070.27,utilities,24697.46,52,1,57,ngo_partner,phone,0.552,True,closed
2133,97054153-8fe6-4011-86ba-a0e4a409fffc,12,2,2025-09-08T09:00:00,43468.25,food,39277.09,7,0,,ngo_partner,online,0.651,True,deferred
2195,9913ae8a-9625-4068-be74-0274e5b53db9,12,5,2025-09-10T09:00:00,24405.45,medical,22389.61,13,0,,ngo_partner,online,0.702,False,closed
2139,6ab5b495-f7e1-43a3-9350-da0df5e08249,12,4,2025-09-03T09:00:00,26405.12,childcare,28030.48,92,1,72,ngo_partner,phone,0.433,True,closed
2024,fb9410ab-bfae-4fd5-ad76-443a4f2d8292,12,10,2025-09-14T09:00:00,28682.62,other,29202.88,25,2,101,prior_beneficiary,phone,0.46,True,closed
2269,2d74d9b1-f31a-4028-90e2-a9ed3c45be88,12,8,2025-09-05T09:00:00,3000,medical,2899.54,9,0,,self,in_person,0.449,True,deferred
2182,aeff59fd-d71e-44b2-8332-57c5927c5fc8,12,8,2025-09-15T09:00:00,52350.82,rent_arrears,50423.46,18,0,,self,in_person,0.72,True,closed
2203,3374289a-e295-4858-9430-8673a2e8243b,12,3,2025-09-12T09:00:00,30872.05,education,33159.41,20,0,,community_leader,in_person,0.678,True,deferred
2254,0e61120e-c2a3-4bc1-9cf0-30aed1189108,12,8,2025-09-19T09:00:00,13216.63,medical,13709.81,59,2,149,community_leader,phone,0.651,True,closed
2134,838456a7-86c7-493f-b8cd-35c2fed8b585,12,2,2025-09-18T09:00:00,46914.35,childcare,41706.59,39,0,,caseworker_outreach,caseworker_submitted,0.668,False,deferred
2292,0ac9b76e-3322-473b-8d90-42d221b7cbe2,12,6,2025-09-03T09:00:00,5939.73,utilities,6557.15,9,0,,caseworker_outreach,caseworker_submitted,0.733,True,deferred
2275,3f33e907-148e-4461-978d-e9b98b03f3e0,12,7,2025-09-28T09:00:00,12507.74,medical,13596.97,39,0,,ngo_partner,phone,0.838,True,closed
2209,ffe0c77a-df90-4331-8356-1c17b1c9d80f,12,7,2025-09-28T09:00:00,45317.18,utilities,42516.16,54,3,172,ngo_partner,caseworker_submitted,0.66,False,withdrawn
2069,1bbe7131-47be-4e28-8eac-7b21fdee31e2,12,8,2025-09-02T09:00:00,19549.58,utilities,21766.33,21,0,,prior_beneficiary,in_person,0.516,True,closed
2149,be29982c-7a9e-4ec8-820f-4dc7d3601f88,12,5,2025-09-28T09:00:00,13084.57,rent_arrears,12678.9,18,0,,community_leader,online,0.698,False,deferred
2205,074f92f2-5407-4f8a-9213-394c0c180934,12,5,2025-09-23T09:00:00,14667.67,childcare,12969.13,30,0,,self,in_person,0.908,True,closed
2212,50796c6e-e90e-4ef5-a30d-4f445989b8f4,12,9,2025-09-04T09:00:00,3000,medical,2657.09,1,0,,ngo_partner,phone,0.612,True,closed
2183,718f6ba1-9bbe-4ba6-99f2-3690090a9241,12,4,2025-09-01T09:00:00,17875.16,rent_arrears,17125.38,37,1,112,self,in_person,0.518,False,closed
2132,ef04fa0e-1e33-42e9-8b7a-7724854eaba2,12,2,2025-09-12T09:00:00,14399.19,other,13409.36,25,4,68,ngo_partner,online,0.421,True,closed
2070,912e472b-3ffa-4647-90ad-6baeb8780190,12,3,2025-09-15T09:00:00,28493.25,funeral,28195.37,2,1,261,self,online,0.819,True,deferred
2190,7470c401-4bd6-40d6-897d-59f58eefa0b2,12,2,2025-09-08T09:00:00,33069.35,other,35864.23,17,0,,caseworker_outreach,phone,0.886,True,closed
2236,58b11084-fc6e-4ca5-8d59-b334957a9b53,12,5,2025-09-17T09:00:00,16789.33,education,18367.64,5,0,,caseworker_outreach,in_person,0.477,True,deferred
2061,1659f1b6-831f-4cc1-8465-add0580c7570,12,8,2025-09-30T09:00:00,3000,food,2975.64,20,0,,caseworker_outreach,online,0.935,True,audit_approved
2259,148ef2d8-4659-4f98-818e-2ab7094bb269,12,9,2025-09-19T09:00:00,3000,education,2821.57,1,0,,self,in_person,0.505,True,appealed
2306,c3c464e7-7fe1-483c-aea4-6cc9d5c25f64,12,3,2025-09-17T09:00:00,3000,medical,2813.73,3,1,79,caseworker_outreach,in_person,0.557,True,audit_approved
2274,f758843c-cad4-42e1-9e53-2f5b4b1abb28,12,3,2025-09-27T09:00:00,25619.24,medical,28877.48,19,3,76,self,in_person,0.673,False,closed
2093,391210ca-294b-477d-81ec-1ba60b5f8e8d,12,5,2025-09-14T09:00:00,16337.54,medical,14507.85,19,0,,caseworker_outreach,caseworker_submitted,0.419,True,closed
2243,dcf94014-e91e-4d34-8b34-4b80e701d4b2,12,5,2025-09-25T09:00:00,33579.16,education,32048.45,0,1,72,self,in_person,0.559,False,closed
2127,3278892c-a69a-47f6-b3dc-817e5712024c,12,5,2025-09-14T09:00:00,10447.26,education,10508.48,4,0,,self,in_person,0.668,False,closed
2161,8258059c-4a7e-4d00-92f8-d56298446146,12,1,2025-09-07T09:00:00,3000,education,3109.74,3,0,,prior_beneficiary,in_person,0.74,True,closed
2084,a055c520-1fd7-41af-8fd9-f3ed1aa31ef1,12,9,2025-09-12T09:00:00,3000,education,2806.32,41,1,56,caseworker_outreach,caseworker_submitted,0.713,True,deferred
2146,40b4e86b-53ba-4016-b66a-8cf131fc2f61,12,4,2025-09-26T09:00:00,16123.71,childcare,17944.89,1,0,,community_leader,caseworker_submitted,0.338,False,deferred
2295,f3341e60-77ba-4262-9fee-336f83c4360c,12,7,2025-09-09T09:00:00,3000,food,3221.32,18,1,209,self,phone,0.654,True,deferred
2026,e0c1e422-82c7-4c1f-8f2e-677d04b1b298,12,7,2025-09-12T09:00:00,3000,medical,3001.08,5,0,,self,phone,0.69,True,deferred
2151,5bf3a95b-037b-473b-8bdd-59447bf96f93,12,6,2025-09-21T09:00:00,3000,food,3125.27,51,1,159,caseworker_outreach,phone,0.826,True,closed
2077,388a8a5a-69ef-4a7d-b9a2-9bfa41ad9e33,12,8,2025-09-26T09:00:00,3000,medical,3305.57,105,2,81,community_leader,in_person,0.777,True,deferred
2049,bb6040fd-186c-4249-9c87-ac33af4e46cb,12,6,2025-09-22T09:00:00,30886.01,other,32419.55,52,0,,ngo_partner,in_person,0.751,True,closed
2202,8dde71e5-4137-496c-ae00-4410c320ad7c,12,4,2025-09-22T09:00:00,3000,childcare,2840.82,11,2,101,self,online,0.659,True,appealed
2242,43d631f2-aefe-40cb-b16a-7acef6dca9e7,12,7,2025-09-07T09:00:00,21597.97,other,24195.17,7,1,99,prior_beneficiary,online,0.683,True,closed
2178,2a2395c3-e8b5-474c-aabc-9b0f1e1f56d2,12,6,2025-09-26T09:00:00,3000,food,2974.57,2,0,,self,online,1.0,True,deferred
2153,59fe5e5e-5006-4141-8da4-9ff3f7d3a40c,12,8,2025-09-28T09:00:00,8701.36,medical,9196.87,20,0,,self,in_person,0.489,False,closed
2129,4ca69265-5b1f-45ca-9795-3213a0678bd3,12,9,2025-09-27T09:00:00,3000,rent_arrears,3164.16,6,1,274,self,phone,0.663,False,deferred
2114,96a895f2-076b-4f21-b721-9edb6210647b,12,5,2025-09-29T09:00:00,13453.95,childcare,13056.48,1,0,,self,phone,0.877,True,deferred
2169,d2eec6cd-bdab-4083-9646-194d9a68ef99,12,4,2025-09-23T09:00:00,33010.57,rent_arrears,29763.29,5,3,101,community_leader,phone,0.824,True,closed
2284,ffc90bbf-7157-45dc-844e-e4a654718c7e,12,3,2025-09-26T09:00:00,20051.63,education,22767.8,34,1,195,caseworker_outreach,in_person,0.637,True,deferred
2121,170e6353-d2ed-40f4-93c4-65f855c0decb,12,6,2025-09-09T09:00:00,3000,education,3324.47,13,0,,community_leader,online,0.689,True,audit_approved
2184,064e8668-b36a-41f7-b638-d5cf2dfa3864,12,9,2025-09-24T09:00:00,6043.9,funeral,6842.99,54,1,67,caseworker_outreach,phone,0.885,True,deferred
2104,ff012f01-080b-4d04-a73d-cc3328113c2b,12,10,2025-09-28T09:00:00,6551.43,food,6969.76,27,0,,community_leader,caseworker_submitted,0.797,True,deferred
2056,489facd1-713c-4e74-b117-84464e17e5ee,12,9,2025-09-17T09:00:00,10694.14,rent_arrears,11407.01,35,0,,self,online,0.645,True,closed
2022,186907b6-3a61-456c-8bac-2a720b63e680,12,1,2025-09-07T09:00:00,7483.62,funeral,7723.54,6,1,60,ngo_partner,in_person,1.0,True,audit_approved
2276,8c586eba-6eed-4a83-9524-dc920af33306,12,4,2025-09-15T09:00:00,25511.74,childcare,22221.47,32,0,,ngo_partner,phone,0.711,True,closed
2252,975f661c-6269-4066-88d7-81640da413ce,12,6,2025-09-27T09:00:00,3000,food,2971.62,36,2,146,ngo_partner,in_person,0.621,False,deferred
2055,a167b421-39bb-47c6-9729-6bdc0c03c770,12,1,2025-09-06T09:00:00,9329.6,funeral,10476.08,7,0,,community_leader,caseworker_submitted,0.548,True,deferred
2224,688abd81-3d60-4a3b-8d1a-70891a16fbe7,12,5,2025-09-03T09:00:00,3000,medical,2756.92,6,0,,prior_beneficiary,in_person,0.603,True,deferred
2141,fcfc76cb-55d3-4c80-b875-f1219af1a3e6,12,6,2025-09-11T09:00:00,8598.1,rent_arrears,7663.88,15,1,90,caseworker_outreach,online,0.901,True,closed
2039,193bfef3-b29b-4aab-8aa5-d1173fb6dd76,12,10,2025-09-06T09:00:00,3000,childcare,3020.62,14,0,,self,online,0.856,True,closed
2094,2c14fd44-1697-4f71-b98a-28d5adec50df,12,2,2025-09-28T09:00:00,16231.04,education,16857.71,1,0,,caseworker_outreach,in_person,0.645,True,closed
2036,c98f64c5-6ae8-499d-b85e-a2ed0efdc7f6,12,6,2025-09-06T09:00:00,7371.33,food,6420.3,3,1,74,self,online,0.852,True,closed
2054,12105358-5c41-4c03-bf1c-1c8d0a29d5f1,12,10,2025-09-10T09:00:00,29150.94,education,29669.54,71,2,112,ngo_partner,phone,0.658,False,closed
2229,6760a50f-9384-4902-99f2-8579b8430b72,12,7,2025-09-24T09:00:00,5634.38,medical,5196.49,5,3,118,self,caseworker_submitted,0.759,True,deferred
2048,c5dc52e1-445e-4dbf-aae9-e483e528e924,12,6,2025-09-23T09:00:00,6872.86,food,7450.36,5,0,,community_leader,caseworker_submitted,0.714,True,closed
2181,e5f3f930-f444-4af5-b9b9-3b6eedf8a095,12,3,2025-09-16T09:00:00,3000,medical,2640.99,29,0,,caseworker_outreach,caseworker_submitted,0.593,False,closed
2118,4c35eb48-93bc-4e02-a46b-f680f5a02df0,12,8,2025-09-27T09:00:00,4201.05,other,3959.89,8,0,,self,phone,0.719,False,closed
2166,c334c178-5df6-448b-bf9c-9fa80ef7661a,12,5,2025-09-02T09:00:00,3803.53,education,3957.58,21,0,,prior_beneficiary,phone,0.797,False,closed
2308,af67dae7-90cf-4644-b352-a8657780536e,12,1,2025-09-06T09:00:00,3000,education,2892.32,53,0,,community_leader,in_person,0.79,False,deferred
2089,d2b13c52-259b-4533-b7b1-ef621b9f1fde,12,7,2025-09-22T09:00:00,6371.79,education,6241.28,10,2,122,community_leader,phone,0.426,True,closed
2063,86c4565d-13a7-4fed-9b76-bc48da1b13a7,12,8,2025-09-03T09:00:00,3000,medical,2809.29,18,1,115,community_leader,phone,0.633,True,closed
2309,5f98ecd1-bf41-4fe0-b5db-b8978c2bd8d5,12,9,2025-09-24T09:00:00,3000,childcare,2598.52,9,0,,caseworker_outreach,phone,0.327,False,deferred
2083,fe43e6fc-d9b6-468d-9302-8c34984cd555,12,6,2025-09-18T09:00:00,3000,rent_arrears,2945.1,17,1,297,self,in_person,0.591,True,deferred
2042,17a11c7c-0293-47b7-9a02-3f82177715e3,12,7,2025-09-14T09:00:00,38503.96,other,42961.79,5,1,62,community_leader,phone,0.702,True,closed
2058,ecf0730c-fc31-4da6-bb1b-f54e601a8a9a,12,9,2025-09-11T09:00:00,4778.5,childcare,4528.6,0,0,,self,in_person,0.609,True,deferred
2110,bc27359c-a1ce-46fc-8344-cc6ff3100b19,12,7,2025-09-01T09:00:00,3000,medical,2766.46,12,0,,prior_beneficiary,phone,0.681,True,deferred
2067,429ccb8d-f1bd-4898-a9af-064a6f876f72,12,5,2025-09-12T09:00:00,3000,medical,2955.45,9,2,140,caseworker_outreach,in_person,0.607,False,closed
2173,742a38b3-3a63-4851-95c6-a280b1132b85,12,2,2025-09-15T09:00:00,6384.27,medical,6365.96,6,2,179,prior_beneficiary,in_person,0.477,True,closed
2234,5ab810cb-dde4-4c03-83f4-2e696b262f00,12,3,2025-09-07T09:00:00,3907.03,rent_arrears,3767.63,15,0,,self,online,0.711,True,closed
2072,8d09d0a9-3620-453c-9210-3cc7ebabd2d6,12,7,2025-09-13T09:00:00,3000,medical,2606.76,23,0,,ngo_partner,in_person,0.775,True,closed
2095,26111002-5894-4bfe-87da-ac3e2d1855c0,12,4,2025-09-28T09:00:00,16615.13,medical,15199.59,15,0,,ngo_partner,in_person,0.705,False,closed
2287,e62f4cbd-acd3-4919-a21c-ca43c736415a,12,4,2025-09-25T09:00:00,3000,medical,3426.31,24,0,,self,in_person,0.615,True,deferred
2136,7c244072-12d5-4f45-8c8c-7eb3c4d2db46,12,2,2025-09-05T09:00:00,11799.13,other,11317.94,13,0,,caseworker_outreach,online,0.714,True,closed
2262,06780976-908d-4a89-ae0e-fb4d788ed0a9,12,5,2025-09-21T09:00:00,3000,education,2625.01,61,1,127,self,in_person,0.756,False,appealed
2113,a682fbdc-fee4-4063-854a-f4e720aa1c1e,12,8,2025-09-22T09:00:00,3000,food,3176.87,42,1,87,ngo_partner,online,0.754,True,closed
2300,87afba89-4ebb-4a5d-b4cd-53364578854c,12,6,2025-09-10T09:00:00,3940.23,other,3565.34,2,3,80,self,phone,0.634,False,withdrawn
2301,918bbfcc-1b24-4c04-8ea2-8d8d000aa6cf,12,4,2025-09-04T09:00:00,3000,medical,3153.98,16,1,236,self,online,0.662,False,deferred
2273,29b2e41c-4d22-4e40-ab0c-1c6d46a96b0e,12,7,2025-09-28T09:00:00,3000,other,2705.03,1,0,,self,online,0.644,True,closed
2117,5474202b-7a08-4ea4-ac21-db11bcfe1a45,12,6,2025-09-12T09:00:00,3000,utilities,3230.73,33,0,,ngo_partner,in_person,0.548,True,closed
2277,097657f0-8465-4b57-bb27-789b1f1e8ebf,12,9,2025-09-23T09:00:00,3000,medical,3211.4,24,1,121,self,in_person,0.537,False,deferred
2106,b71a753d-beff-4995-abec-7f6c8aa51ab1,12,5,2025-09-22T09:00:00,3000,other,2972.95,7,0,,caseworker_outreach,online,0.581,False,closed
2102,ee7d4e2b-7d32-47fb-b2f4-cb36ef17dc3b,12,7,2025-09-19T09:00:00,4649.09,rent_arrears,4578.81,0,0,,self,online,0.504,True,closed
2207,13057ec3-de4d-4b48-ac19-b748c816965b,12,5,2025-09-28T09:00:00,3000,medical,2562.29,16,1,268,self,caseworker_submitted,0.758,True,closed
2043,84c17879-f05f-445c-8ab1-a4d081642b79,12,6,2025-09-07T09:00:00,3000,rent_arrears,2954.38,1,1,194,prior_beneficiary,phone,0.756,True,closed
2256,81b899ec-285f-48e2-9d54-9b244aaac6b7,12,7,2025-09-28T09:00:00,3000,medical,2755.02,11,2,87,ngo_partner,in_person,0.717,True,closed
2125,a5376192-a78e-47cf-bff0-a44916c4be31,12,5,2025-09-02T09:00:00,3000,food,3396.77,23,1,253,caseworker_outreach,online,0.889,True,deferred
2157,0c191654-3a5b-4038-a8a6-06718cf3fef3,12,4,2025-09-04T09:00:00,3000,rent_arrears,3090.52,1,0,,ngo_partner,in_person,0.399,True,deferred
2085,41cadde5-0d9d-43ad-8a8c-2a99769829d5,12,8,2025-09-16T09:00:00,10477.56,childcare,9112.79,10,1,96,caseworker_outreach,in_person,0.832,True,audit_approved
2034,3a2862d8-0547-4dce-af57-02ebf20e6167,12,8,2025-09-27T09:00:00,6047.7,other,6437.72,19,2,82,prior_beneficiary,in_person,0.519,False,deferred
2101,10d57702-879b-47c1-a44a-9f2d68b60a4d,12,2,2025-09-17T09:00:00,8678.16,education,9056.73,56,0,,self,in_person,0.581,True,deferred
2286,43bf37ee-43f7-49f5-90cd-4f5661a5fd17,12,7,2025-09-30T09:00:00,3000,rent_arrears,2709.37,1,1,123,caseworker_outreach,online,0.837,True,deferred
2131,3dcdba08-0012-4193-bf73-45189c6baee5,12,8,2025-09-09T09:00:00,12417.5,childcare,10944.96,17,0,,community_leader,in_person,0.496,True,closed
2249,1ffe23cd-75ef-4293-9bc9-ee953b2b4923,12,8,2025-09-12T09:00:00,3000,childcare,2700.69,7,1,322,self,caseworker_submitted,0.603,True,closed
2088,6a8ef9e9-8c99-458c-8849-06ca6b8c9f01,12,1,2025-09-18T09:00:00,3000,childcare,3361.13,42,0,,community_leader,in_person,0.754,True,deferred
2258,5ddaa70a-8fd8-41da-b517-8a4d4fea7d6c,12,5,2025-09-07T09:00:00,3000,rent_arrears,3065.64,1,1,92,community_leader,online,0.709,True,closed
2261,8cb53752-b397-4d2a-8e6e-092056641861,12,4,2025-09-28T09:00:00,11655.53,food,12559.63,5,2,237,self,phone,0.692,False,deferred
2185,c8fc648a-eee6-4097-9560-810769b6099c,12,8,2025-09-19T09:00:00,3000,rent_arrears,3070.32,8,0,,self,online,0.783,True,closed
2278,8a7ff4b3-a6d1-4711-af33-26818036a89f,12,3,2025-09-17T09:00:00,5055.31,childcare,4376.77,13,1,85,self,in_person,0.848,True,closed
2156,d9a03133-f283-413f-ab53-a274babce0cd,12,2,2025-09-27T09:00:00,15674.73,rent_arrears,13920.82,65,1,323,self,in_person,0.61,True,deferred
2107,d06206a3-541c-4049-86b0-438c34ac3811,12,2,2025-09-23T09:00:00,5528.34,rent_arrears,5410.8,26,1,248,caseworker_outreach,in_person,0.749,True,closed
2255,02c25613-0c3d-4f7b-9aa3-00848f42e85d,12,4,2025-09-15T09:00:00,3000,education,2846.11,11,1,59,ngo_partner,online,1.0,True,deferred
