award_id,application_id,household_id,award_amount,award_date,need_category,outcome_followup_days
293,855,216b9343-cdb6-4bbc-8bdd-7ffdacc42675,18813.87,2025-03-17,other,187
294,881,92b30084-9901-44ae-819b-b7935f1e1f79,22209.67,2025-03-23,education,
295,857,4905bfa2-397f-44aa-919c-57380a8c5390,22485.41,2025-03-23,food,
296,783,becbe859-d6f0-4d3b-879a-66072422b833,20921.73,2025-04-13,medical,
297,807,a36d5e4e-bf89-4298-9d7d-70f59624a4a4,42480.82,2025-04-02,childcare,156
298,876,b9e66523-ef88-48b5-bbec-04d17bf052a0,25313.48,2025-03-13,education,
299,841,63f8d386-6e92-436e-bbdb-3e678dbeeaac,37459.51,2025-04-06,medical,72
300,878,9c0da7ac-4931-4ffc-988a-53a311ba478e,29097.9,2025-03-19,food,80
301,774,0f531323-b023-4176-8475-0e50b62f5730,19183.18,2025-03-22,childcare,117
302,790,312546b7-a476-4cdf-add9-2bb68e13c1ea,28960.58,2025-03-16,childcare,
303,813,b7a5d2f7-9ad8-4bc7-a748-5aed045f4ebb,22234.44,2025-04-04,medical,228
304,788,95ab6fc7-98e4-4abe-89dc-8e24ffed1b5b,43851.63,2025-03-15,education,
305,779,a9e76fc6-5106-4c1c-84c9-11d142fa52a4,16597.35,2025-03-31,medical,220
306,877,ffc90bbf-7157-45dc-844e-e4a654718c7e,19371.7,2025-03-29,medical,
307,883,efcc0b6f-250e-48f9-bd45-9b17691e0ffc,31578.45,2025-03-25,other,
308,873,c3b5e7d9-5484-4a47-98a0-c724416fce90,24277.8,2025-03-25,utilities,128
309,936,6178c8fd-7785-459c-856d-2ba265253f98,127655.25,2025-04-26,rent_arrears,
310,896,9f49d62e-28ea-46ee-9d75-5c1446d87e31,96223.54,2025-04-27,food,
311,1048,4c8d37dc-2704-4f39-b3a8-2f19482222d0,75885.61,2025-04-09,education,
312,909,23b1b122-d832-4bc2-8100-5e8118f07a6d,57300.33,2025-05-13,childcare,138
313,1053,c9a8f52f-0b4f-4105-bcd7-7e64b64e302a,92667.52,2025-05-07,funeral,
314,1042,2f418013-700e-4656-bb5a-b2f881f6df68,41841.33,2025-04-24,food,
315,1062,94d6712d-8635-451e-b2f7-16baec2ef464,103256.79,2025-05-10,medical,137
316,1031,a51190d3-78b2-4dc9-9871-d9659549d19c,55368.04,2025-04-22,childcare,220
317,957,0f55da08-76f3-4064-ae94-c2aa25752a01,75362.02,2025-04-27,medical,213
318,1058,0a4dd91c-8215-49a0-94d8-ab8fced76429,46123.66,2025-05-02,food,235
319,920,091b93fd-1126-4c95-8c2d-afa004318173,63888.79,2025-04-22,medical,
320,1077,34391ba6-26c0-4e25-8989-7f8c823ae00b,90778.51,2025-04-29,medical,
321,1065,82f1c2cf-c88d-4d49-8734-d2533f87e943,112982.86,2025-04-20,medical,
322,1082,0b53c222-fffa-4ea8-a308-4e2bb1e54ed8,31138.93,2025-04-26,medical,
323,1007,1ec9246f-6179-4b80-bddf-e785d40e38bc,104269.94,2025-05-17,childcare,98
324,1059,1cf6affe-4635-42a5-8611-e4dc8cb37cce,84567.79,2025-04-29,medical,
325,912,52f641dd-b9eb-42b2-bc34-e5cbd8d4eef0,67755.55,2025-04-15,rent_arrears,
326,950,e3917fa4-f1e4-417e-b8c4-0527c47e3764,66340.4,2025-05-05,education,175
327,1015,6afd73da-9dbf-4e5c-8dbf-761aec8aeb7d,107434.41,2025-04-28,food,91
328,894,f27e772f-e556-4df7-9396-8dcb9dee887a,24786.82,2025-04-27,medical,
329,933,e1be0c43-8ebf-4cf5-bb57-90a8da446f91,82455.38,2025-04-15,education,
330,1016,32c94ce8-9503-4147-8c1b-0ffb4e1168d4,96188.66,2025-04-18,rent_arrears,
331,992,eacb760e-87da-40fa-9480-7b37d3a6d840,22043.09,2025-04-25,medical,
332,1001,2019142e-ae7a-4948-9aab-dc1d127cf154,59731.06,2025-04-11,utilities,70
333,976,3317eb13-b636-4c08-8110-a5880b79911c,29642.9,2025-04-24,childcare,
334,951,3baf5bcc-d45c-4441-ac2e-d07c5f453a26,40718.37,2025-04-21,medical,
335,1081,408a7e05-6513-4883-bc2a-f58362986719,45025.22,2025-05-15,food,
336,1013,514252ea-3c42-4f6f-be08-05592255a572,21326.97,2025-05-15,medical,137
337,924,99333cd6-52b9-4bbd-8c27-77aedb041945,81867.6,2025-05-02,food,
338,1040,5104ef24-916a-445b-9253-50d623bfeed5,37089.88,2025-05-13,rent_arrears,
339,889,26c7a631-84bf-4845-ac6d-d76aadc9d6ef,73619.61,2025-05-13,medical,
340,929,e390bded-9593-42b2-82a4-a60826383a28,65833.58,2025-04-29,food,
341,1045,a7c7adc1-7d9f-4d08-9d00-aecdf834f326,51370.31,2025-04-30,medical,
342,1014,0c0513cd-2c27-40cc-8ba8-b1d51af2c04f,41081.25,2025-05-10,education,64
343,982,7dcb2edf-25f5-482c-8636-f5d510a54f38,31991.43,2025-05-03,food,
344,956,c9fd6907-db4a-4fcd-8c96-d3688d3a62c1,56776.65,2025-05-06,medical,80
345,962,af32f11a-7142-4794-98a9-06a265b91a21,34277.42,2025-05-10,medical,104
346,915,5cd0d218-fcc5-4933-9a83-009cd86d28c8,63778.86,2025-05-03,childcare,90
347,893,8172b720-1591-47d4-9109-f6e111831766,24008.52,2025-04-30,food,
348,910,a4958992-bb5b-426a-8856-4431a5e4e133,52352.23,2025-04-30,food,
349,1025,ffe0c77a-df90-4331-8356-1c17b1c9d80f,36986.78,2025-04-29,medical,
350,1072,6950650f-f1d8-4075-b8b1-782456f17536,47767.18,2025-04-19,medical,90
351,1069,e06080d7-b3cd-4c1e-951a-665c3c36eb5b,66320.89,2025-04-25,food,
352,1024,d5dbffb2-d8b0-41fa-946b-daf226fa9ba8,67459.54,2025-04-19,food,
353,966,c378ef88-1567-420a-b65b-1c6d7c03b812,73452.74,2025-04-26,food,72
354,959,8a988c1b-963f-4d28-a7d1-e88377d34d9f,33445.05,2025-05-05,medical,202
355,1019,3360ad96-adc0-4a8f-b13b-f5a33b8158dc,70743.07,2025-05-03,rent_arrears,
356,1074,6567b939-1e71-48c1-8a0a-b02ad335a916,85885.25,2025-04-11,medical,
357,916,246e0ec5-5e86-40f1-a342-f830692840aa,49689.03,2025-04-30,funeral,180
358,913,3b5a5557-b781-40e1-b973-33e18df94f61,55890.93,2025-05-01,medical,178
359,905,04610fc8-6e3d-41b5-8a0c-52870092c245,35866.07,2025-05-08,food,
360,925,2280ea4e-7bb3-4c72-8d36-0e68a64142fa,53629.47,2025-04-24,education,
361,1004,7bc077ff-57a9-4778-b622-fe2c9dc43c13,26406.9,2025-04-27,utilities,
362,899,b486afa0-2ef2-49d9-baae-b20f921c848e,22980.09,2025-04-24,food,153
363,926,6910cf92-b70f-4592-b44f-c45a2653c2fb,54745.1,2025-04-29,funeral,223
364,991,6451fef1-2e5f-4cc6-8b27-93800b32ca1f,51228.51,2025-04-08,medical,
365,947,4974e505-3823-420a-b01e-7c789c94029b,72373.56,2025-05-01,other,126
366,1043,f30d0705-50c3-4e18-9a99-b21bb46e69cf,42594.72,2025-04-06,medical,171
367,902,41ed08e0-3e0e-47c1-8414-029d9878409c,3000,2025-04-13,food,199
368,960,d5130662-d1ee-43bf-b579-3dfc3477796b,2648.63,2025-04-20,rent_arrears,
369,1097,d7c54c17-617f-44c6-ab73-e7c6579a248d,150382.09,2025-05-29,food,
370,1244,0996e314-5542-4c30-8659-bc3b6060d969,81953.23,2025-06-03,food,
371,1107,ce37fb83-c535-4806-bc1f-dd05e39b5cef,124923.35,2025-06-05,medical,129
372,1098,9069dd4e-1f09-4965-80f7-218281aaf3ff,142397.32,2025-06-03,utilities,221
373,1178,b38c7815-18c9-4239-9f7b-f941d74b15d0,109845.13,2025-05-29,food,
374,1203,06098582-1700-47c8-a8a2-6bfe7d908136,165805.64,2025-05-08,childcare,
375,1126,5fadd8c4-0e5c-4a37-987c-e155b49b235c,71261.2,2025-05-22,medical,239
376,1166,622fff4e-2940-4bd6-bae5-a65cb8a2b823,153207.07,2025-06-01,education,121
377,1093,1263203f-3065-42ff-a6e6-209534619998,33602.95,2025-05-09,medical,133
378,1250,2facf34f-2c78-4612-9fd6-70f933629ebe,105142.68,2025-06-02,childcare,
379,1215,1d02e4ac-4efb-449f-b7a9-62473717b667,82362.02,2025-06-09,food,
380,1175,48af40f0-661e-4019-921d-c6b02a737c88,39478.21,2025-05-27,food,
381,1281,78aace27-292e-4402-b23a-1245c1b5d827,79856.44,2025-05-15,food,89
382,1169,8b6d3226-e83d-4c66-a25f-35986444f6e2,85652.23,2025-06-02,food,98
383,1144,b1fcec36-07c0-4550-8204-aefc6f11660b,104672.5,2025-05-22,childcare,173
384,1151,15d0d4e4-068c-4e66-88ab-45e4548f27f7,101880.13,2025-06-12,utilities,
385,1268,779e25a2-5dde-4ea2-a295-a469589ab7e3,73016.63,2025-06-05,childcare,
386,1154,73dfd816-1533-4fb2-b64b-2751e1e3fe5e,39690.65,2025-05-28,medical,
387,1207,f36eedf1-d7ec-4338-8790-73bb832ff4af,26117.68,2025-05-15,education,
388,1211,a14f72c5-e170-4939-b2a4-7de89e026926,28691.36,2025-05-28,medical,
389,1199,efc55fbe-acdf-448a-b9b8-a7d6b1440845,23326.11,2025-06-12,food,
390,1111,3eb80e3b-fe82-4f12-84a2-1109dd97e11a,46675.04,2025-06-07,food,
391,1258,3f143dc9-1305-4f15-9fe4-0b012f5277c3,71594.3,2025-06-05,food,62
392,1287,71ab46c5-225b-463c-b93e-d2660f39db43,74280.41,2025-05-22,education,
393,1114,0511bc2b-971a-4aed-aed1-b19573880c44,46394.11,2025-05-09,childcare,169
394,1152,d7a1a79e-e52c-4664-85a7-aa653b17f11b,80567.8,2025-05-28,utilities,
395,1248,5d94fba8-9e03-42f8-b26b-2a388e940408,64343.02,2025-05-20,rent_arrears,
396,1296,12a34cd2-873e-4e4f-a586-b5dadbfc823c,59943.15,2025-05-08,rent_arrears,
397,1277,0f2964fd-7066-4c0a-8def-33b3d977e9c1,36655.37,2025-05-18,other,
398,1205,2884d25b-2b7c-44d1-8e5b-49a1767c78b6,68982.81,2025-06-10,food,
399,1266,ced4cf7c-1722-478b-ad23-6c0c413b3131,38154.93,2025-06-06,funeral,
400,1208,5a0eaf79-5947-4ded-b5cc-feb49599eea1,18989.99,2025-05-21,medical,75
401,1249,22f86062-1051-4312-b55f-b4be9148af9b,51278.33,2025-06-12,education,
402,1234,0b9542a7-724b-41dd-86e4-654c80b2ba74,67306.11,2025-05-31,childcare,112
403,1196,d98ff0b3-35a9-4953-be2f-55424ef5756d,37648.48,2025-05-05,food,
404,1242,fdfff71a-7064-4b81-a4d7-f2a399025115,44513.96,2025-06-10,funeral,84
405,1231,17e9e111-b3be-4f63-bd46-efd080768337,29109.61,2025-05-26,education,
406,1095,89d216f9-d730-4760-b19a-c0f9230e6914,31333.94,2025-05-31,education,
407,1157,b71e588d-4ca8-46a5-b1cd-1329caced2d5,90575.0,2025-06-05,food,237
408,1235,2eecda9e-9e6b-4d9d-9706-d6d1cba0257f,14555.04,2025-06-13,food,162
409,1181,c573d2ca-b99e-4be7-981f-67013727c078,56484.6,2025-06-04,medical,
410,1092,2d6eba08-9257-4241-bcc0-c062293f6280,45378.79,2025-05-09,food,
411,1190,25626328-4140-43bc-9542-9eb333448aff,45223.9,2025-05-26,other,116
412,1089,97fc81ba-93fc-4922-8454-392d11fbc178,18182.87,2025-06-03,medical,
413,1131,b128aac8-53e7-4c3f-957d-d4476a5edaac,20072.66,2025-05-31,food,
414,1251,95a52056-31fd-409f-9899-49e30967652a,51299.05,2025-06-14,food,
415,1193,fad8c25a-af9a-4a79-b9e0-ff53984891ed,52274.93,2025-05-17,food,
416,1224,3b55ee84-06cc-420a-8173-82ef7b0f93a4,59953.06,2025-06-07,other,
417,1221,e201c436-4dbf-48a3-9f41-29740a40d9fb,21609.41,2025-06-06,food,
418,1109,ec956344-4d76-4431-9ed8-b129aa49792f,44617.64,2025-05-18,medical,119
419,1201,07bdd604-84bf-4f4c-8353-a5d5b2582a85,57593.16,2025-05-13,other,
420,1265,2e55a82c-6625-4a2c-b00b-d7059f75aa63,30312.36,2025-05-22,food,
421,1142,1a802d93-4cf8-48e3-adfb-937a06bcbc40,56807.37,2025-06-02,medical,218
422,1143,49fecd0e-5844-4038-9612-2f82fcc2e902,42377.64,2025-06-07,utilities,102
423,1255,0c31ea56-fffc-4413-8a4a-ae7e30beea1c,28573.37,2025-05-17,utilities,
424,1204,f55c4d38-6304-4594-a948-86c94aa2a7f9,35299.16,2025-06-03,medical,207
425,1170,0ad453b7-9e75-4ca6-82e2-0e597e67e2ca,44804.36,2025-05-27,childcare,230
426,1243,0f8dc21c-4ab2-46b2-a6e3-5a9644875379,30149.18,2025-05-15,childcare,
427,1269,b15faa92-d4db-4bb9-959a-4e7be8743031,49465.25,2025-05-24,childcare,
428,1120,10452bfa-3309-483b-aeda-0a1e6de5c714,80306.12,2025-05-26,rent_arrears,178
429,1180,c2420a34-3cf9-40e2-8b6d-45cd5d32ccb1,22799.83,2025-05-29,medical,
430,1113,1b6e772e-414f-4264-8bcb-a7a0ad96d7c3,24384.48,2025-05-24,utilities,150
431,1123,ea28fc93-4149-4b3f-a8df-ae67f036cb08,6662.56,2025-05-22,other,
432,1261,975f661c-6269-4066-88d7-81640da413ce,3000,2025-05-18,other,
433,1430,f6f83a08-1ff7-47ec-a8e5-24a95876ec01,300744.54,2025-06-20,childcare,
434,1440,3ac8739b-029f-4d39-9823-cb6eeca559d7,206358.98,2025-06-15,other,
435,1304,a260120b-9771-402a-9d58-b08c56fc940d,164913.27,2025-06-11,funeral,
436,1528,947e7c9c-977d-46f4-b78a-8f2406a25b7c,176650.6,2025-07-12,utilities,
437,1441,fdc6dc87-58c7-4abf-aa0b-114a447b416d,91543.48,2025-07-03,food,
438,1316,013822d1-4c8c-456b-8c47-f341801e2525,135423.06,2025-06-27,food,
439,1385,f5126571-95c3-4ebb-a703-28f65b9387cc,51142.41,2025-06-12,food,
440,1371,5e4251eb-b2f2-4184-b28d-bb9694a52d17,53269.6,2025-07-03,food,
441,1344,68940c01-9d85-4ad8-951d-e167e43773a3,100131.66,2025-06-25,childcare,
442,1530,9ff95657-f479-4d4f-aa93-038ff4bd18cb,86547.09,2025-06-18,medical,
443,1499,52526a47-6ad1-4f6d-88d0-4b4f6d6ce016,129789.91,2025-06-27,rent_arrears,
444,1427,ef723e3b-d352-4bfb-b6bd-e49ad887fd03,137892.19,2025-07-10,education,
445,1422,bf0528ef-0987-4baf-a174-c299509c5fd8,93325.67,2025-06-26,education,200
446,1424,0dc00888-4207-4034-ae3b-bb7ffe403249,101516.49,2025-06-26,food,
447,1339,fbce8d4c-02dd-4054-a7c8-d2825ebd52d8,135656.99,2025-06-28,childcare,97
448,1357,f629dbc7-d224-4182-bea8-941a75a3ced9,104089.86,2025-07-06,medical,71
449,1428,5ce2bfd4-45df-4814-9c0f-1a285bee56f9,36964.94,2025-06-27,food,
450,1326,d51db3e2-02ba-437b-9873-e6b9e1398f88,59549.15,2025-06-20,other,
451,1395,e4f8c1cb-7517-4390-b8fe-266d0a5187bd,61992.53,2025-07-13,medical,233
452,1340,d88fac22-c3a4-42eb-bd30-3481db3d0cc9,70674.5,2025-07-12,food,153
453,1463,899191d9-a615-4449-b56e-d1599ce2a5d0,71815.52,2025-07-14,food,
454,1524,0b53c222-fffa-4ea8-a308-4e2bb1e54ed8,59149.72,2025-07-06,education,
455,1495,01f1fab4-43c4-4e28-91f5-3e4e389e84e8,105139.19,2025-06-27,food,
456,1313,bee05f0d-ab5c-4bec-8775-b13a9d02bf67,112514.67,2025-06-12,education,
457,1491,6d8868e3-07f5-4c76-b069-e8122348bd81,36026.02,2025-06-15,medical,
458,1415,3c03b95d-2c3b-4d4b-9809-11fbfef61226,43222.39,2025-07-01,food,
459,1447,a8567456-3752-4260-b1ab-a4ef235e406e,66970.68,2025-06-21,medical,
460,1403,e526dd5a-fb91-4864-a3d7-da02b159b12b,118997.69,2025-07-02,rent_arrears,
461,1367,4f53a042-b110-4666-9acb-836d4a61ae1c,81697.44,2025-07-06,food,122
462,1352,b66893c7-82c8-48b3-aecf-b739e69e5bd2,32745.31,2025-06-12,utilities,
463,1322,3149d6a7-9ca9-40af-87c7-e6818d389e28,44687.83,2025-07-16,food,
464,1380,e9f4e551-42e0-45fc-ab3b-739775a19184,19288.82,2025-06-21,medical,
465,1516,0dc105f3-5f12-4cab-a0bf-d0b5f1afb684,22071.1,2025-06-22,education,
466,1306,a09145e1-7a17-4f39-983b-b31e8f04358a,22115.88,2025-07-04,childcare,
467,1471,b480bbf6-0662-43fd-991a-03d38210d43c,17169.42,2025-06-22,utilities,
468,1359,3c77a976-7322-4590-8cff-5a4f447320c6,4193.61,2025-07-01,food,
469,1615,18566c56-7866-4155-a2f6-501cf8d055c3,140167.44,2025-07-30,medical,
470,1741,a1738257-49e7-4d9d-8e69-b2173861c023,120527.62,2025-07-20,medical,
471,1655,731a659a-0496-4f7e-8b4a-be0cc00a954a,61530.62,2025-08-06,education,
472,1650,c4ea7bb0-a5df-4c36-9cbb-ea7b23af7479,62048.46,2025-07-14,other,189
473,1619,fde076ff-860c-4864-8193-71ed0af5aa50,111069.63,2025-07-25,education,
474,1625,9588b03a-e4b3-4277-84f9-e4857e9eef5c,59331.28,2025-08-02,funeral,
475,1695,8742f74a-5619-4365-af13-a60531c4daec,105629.85,2025-07-21,other,140
476,1576,fe46a439-d5f7-415e-bbcc-67108f92bd1c,115908.41,2025-07-29,childcare,
477,1621,8891bffe-594e-4cd7-9242-651740a8e987,84149.54,2025-07-24,medical,
478,1739,07e75ed2-8bf9-4f77-bdeb-3a8b042b9797,31238.94,2025-08-04,food,
479,1698,42393a04-f8e7-4532-88db-018b6cbf5814,87580.56,2025-08-05,childcare,
480,1755,842a1fd5-5d5a-4d24-9d39-e3e22836371a,59714.65,2025-07-23,education,119
481,1592,a029a3d3-16c8-4d4a-8154-e9f80477caa6,91062.86,2025-07-26,other,
482,1657,f75a68b1-3eb8-460c-af4d-7ecb0e32731d,94984.76,2025-08-12,medical,
483,1738,0f7133a8-98d5-4550-8535-d793d89beda6,38857.5,2025-08-02,medical,
484,1622,c19c9b3b-8938-4ffe-9ef8-00069dc3fc56,24922.94,2025-07-26,medical,208
485,1735,593d4040-e8da-4c9d-a7ea-1a2066c249db,79717.32,2025-07-14,medical,
486,1640,e9c9922b-d9df-4f3e-b8fb-6599a12d1560,87002.48,2025-08-08,childcare,
487,1677,48d5c551-1245-4c3c-80a8-48e501093f52,55692.7,2025-08-01,food,97
488,1682,50d9236f-f617-47ba-bd40-f5887ae25f6e,108807.4,2025-08-13,utilities,
489,1709,5a44a651-aab4-48e7-9423-2798a0818ced,76194.85,2025-08-11,other,
490,1595,e8aab704-dee4-454f-ad2f-f62ca449946a,23565.66,2025-08-05,food,65
491,1537,bbb9b059-1c84-4aba-bb0d-912660295181,77857.45,2025-07-19,food,
492,1608,6ffac2d3-99a3-451d-aba7-089a8f966132,31616.3,2025-07-22,rent_arrears,
493,1540,cbf0c165-704b-492f-9b4b-2a79e0463c0a,51821.0,2025-07-18,rent_arrears,
494,1647,661468f1-b156-4b61-8e97-9d4f94ce0c89,36434.04,2025-07-16,medical,
495,1546,2dbb513b-478a-4ef9-a4b2-0b8fa018c47a,68097.16,2025-07-18,childcare,
496,1683,9398d27a-b8d0-4505-b883-b09be32d574c,26931.06,2025-07-30,food,
497,1749,2ab0dd0b-7055-494d-be32-74026a90ec23,20445.39,2025-07-29,education,
498,1723,2000eef8-b33a-465c-8d95-8fadb795a565,57125.91,2025-08-03,rent_arrears,
499,1641,84944678-14b6-41be-9654-a073bb3b41d8,40176.61,2025-08-01,rent_arrears,
500,1614,c97ddde7-6a10-4b64-82d1-c76096c5319f,52191.76,2025-08-05,food,
501,1613,10f10e23-fe75-4df9-8b71-08516f20558c,51734.93,2025-07-31,education,
502,1601,9e0cd014-599b-4042-a356-4719983900cf,53794.59,2025-07-24,food,
503,1720,77113f73-eff5-4e9a-9b13-540e3fed8279,66445.67,2025-08-04,food,110
504,1684,6d896af2-ae1d-4651-a6c3-2be375d8cd1b,65491.44,2025-08-12,medical,
505,1597,9ef42c3b-7914-4731-933a-6cd44e45237b,59466.79,2025-07-31,food,
506,1763,f2716fa7-0b5e-46fe-93e5-ff0e82f6180b,42486.45,2025-08-02,education,
507,1627,ca24e25a-4bd0-43d4-80f4-d19b9a016d9c,58894.95,2025-08-01,food,194
508,1673,20dbf325-8985-4c1c-aa66-f3de7c7c0ccd,80517.14,2025-07-13,medical,154
509,1556,89eeb55f-9874-41bf-a57d-441cea6c31b4,55405.5,2025-08-12,rent_arrears,
510,1705,bf8b2572-a732-43c3-a5fd-d85947698094,68338.44,2025-07-30,medical,
511,1573,c2d972fd-c087-4f00-80ca-8b634ad731bb,71042.27,2025-08-07,food,
512,1654,c345b048-0d93-48d7-bc11-868d4a7c577c,83848.68,2025-07-21,education,
513,1611,de52e948-d9c5-4ec4-b056-8d633b24c3a2,71988.89,2025-07-25,childcare,
514,1551,02c3618a-3763-4cf9-b7dd-dd0150592a22,25862.98,2025-08-01,utilities,105
515,1719,1e206316-50ac-4fcb-be63-8b11bbb8129c,51360.33,2025-08-01,medical,
516,1607,0883df0c-e16f-4d70-a883-3f58f527a240,48406.69,2025-07-16,medical,
517,1633,29f0354c-5d52-4e0a-b9f8-94cbf1930160,78166.39,2025-07-13,funeral,
518,1569,cdb146cb-b751-4523-aae8-d3dacf99707d,34956.96,2025-07-29,medical,
519,1740,6055aa52-f1c9-49c1-bd5b-23c99c9f773b,33014.63,2025-08-04,food,
520,1666,4ed280eb-87ee-4d72-a6b1-a1ba314154f3,65023.07,2025-07-31,other,
521,1767,5ad2e329-dcd3-4db3-b4b5-4a0c418d2b70,33125.42,2025-07-19,education,
522,1542,f08cbbe6-003e-4cb8-8959-69633ef1d287,19727.24,2025-07-25,medical,78
523,1560,5ca80687-f025-4271-a591-e69ff401f4fb,23204.01,2025-07-21,food,
524,1553,ef4277d8-7f95-45cd-80fd-56cb3b18947f,35215.32,2025-07-12,food,
525,1733,aec45fc9-03a8-47d7-b8bc-1cad8227ad14,16895.85,2025-07-28,food,82
526,1549,903ae8b5-b4fc-4e15-b7e6-69dcabdf332e,20444.98,2025-08-03,other,
527,1714,07807ee6-3544-470a-a462-90f6e3ffa244,34227.39,2025-08-06,food,
528,1671,cdfadfb5-0748-40bd-8dbe-be7b0f2422bc,3000,2025-08-08,medical,215
529,1624,09f1b9b2-7b57-47e2-96ba-9485b7454cf7,9677.01,2025-07-07,utilities,185
530,1566,4a20589c-0e7e-4cc3-8b7a-b8e4a0e31490,4749.54,2025-07-23,childcare,149
531,1680,aa37d230-050d-4562-8298-c892e6bbc58d,10060.33,2025-07-29,rent_arrears,
532,1692,37a65109-322b-4d2c-a5e7-5d0547541fc8,2822.86,2025-07-19,medical,
533,1775,4cad851d-f2bb-4195-b686-9a973147137f,256564.08,2025-09-01,other,
534,1963,0996e314-5542-4c30-8659-bc3b6060d969,118386.56,2025-08-06,food,
535,1908,bcc87980-f137-4962-8912-ed2202a1ed0a,165928.13,2025-09-07,medical,
536,1802,6ad6e19e-d0b6-4281-b8cb-7a7721fd7010,95511.91,2025-08-17,utilities,
537,1836,8d82febf-ea05-47b8-95d2-38d0efa9b167,53411.33,2025-09-11,other,
538,1942,c2d864d5-dcbe-4dc6-a730-2aa64ebba364,68306.14,2025-09-03,medical,157
539,1881,e75a809f-55bf-4bcf-8052-92654aac3fdb,48505.33,2025-08-18,food,
540,1867,622fff4e-2940-4bd6-bae5-a65cb8a2b823,95408.57,2025-08-31,childcare,139
541,1854,f629dbc7-d224-4182-bea8-941a75a3ced9,62956.45,2025-08-11,medical,
542,1772,f515c4b8-c830-42b5-8d8b-51d8d2cd3afe,42446.51,2025-09-06,medical,114
543,1872,c56962b3-89f8-484c-8b01-2d1fdbf78374,43170.21,2025-08-20,medical,122
544,1917,d033d8d4-bce4-4c03-bf0f-7f1caff1d964,79325.25,2025-09-08,food,
545,1925,c95c44e7-cdf1-4882-b2f6-91f448802970,53015.12,2025-09-16,utilities,145
546,1794,52f641dd-b9eb-42b2-bc34-e5cbd8d4eef0,37955.32,2025-09-06,medical,
547,1957,65c4234d-0b91-4ff3-8222-dae34f8c6e06,44277.4,2025-09-02,medical,83
548,2000,0684da5f-a37b-4e65-bd77-5740d61db134,59687.95,2025-09-14,medical,185
549,1799,25892a3a-2dee-478a-9062-c6f1077d4a4c,113998.3,2025-08-19,funeral,
550,2012,7bda6329-8947-41e1-bd67-c0cc53bb193a,35482.06,2025-08-23,medical,84
551,1897,b117b5c8-495c-4516-86a8-a123d4acbe4d,76059.86,2025-08-20,food,83
552,1849,7d0db770-0163-4f57-b5a1-40d43ecd7b12,34599.7,2025-08-26,funeral,131
553,1933,81a7ab6d-88da-4c0a-8d70-b3b888306075,70450.18,2025-08-29,food,131
554,1804,f68e1243-ea53-4e6c-8222-ed0e1b6c5a9e,88728.23,2025-08-25,rent_arrears,
555,2002,0b5c80e0-04b5-46a3-970d-c39fd070aeb1,76480.01,2025-09-01,childcare,
556,1874,08a7d0f4-5309-4bac-92c3-225e16803594,54508.05,2025-08-23,medical,
557,1830,bae40adb-70ea-40b6-8a9f-92019e4f23e5,34037.55,2025-09-02,food,102
558,1815,9c983eb9-1265-4228-ad21-1cc10fd805fa,51276.19,2025-08-10,food,
559,1974,b50b0832-a3b5-4047-afcf-d30f71597bbb,60003.52,2025-08-27,food,
560,1941,0d92dcfb-e1bb-41e5-9b28-4b0d3f2f5dd6,70372.57,2025-08-15,food,
561,1813,f3497b2e-650e-4113-8538-d1683c78914e,75177.95,2025-08-17,rent_arrears,138
562,1918,5804d2a4-d21d-4470-b62a-9877cdc22c6c,32183.0,2025-09-03,utilities,
563,1961,0f8dc21c-4ab2-46b2-a6e3-5a9644875379,37810.58,2025-09-07,other,105
564,1904,0a3a75d1-5c36-4153-bfcb-a1a111da4be4,72635.46,2025-09-04,medical,
565,1805,6bd2161e-73ae-492f-843a-57c3723141b0,50882.86,2025-09-01,food,
566,1990,6cf76777-4d95-4c1b-b278-c0f9d4aa787c,33051.91,2025-09-14,food,237
567,1983,35741bff-82a4-4934-b1f3-ef1ff69056b9,59661.21,2025-09-11,education,
568,1889,bd42b80d-0b2c-4b38-b4b7-bf728b4f227e,40678.98,2025-08-13,medical,
569,1786,f616216d-4754-40ba-8941-ded4a1a73460,56780.06,2025-09-10,utilities,
570,1931,a9feecf7-6231-42d0-914a-41af8a475d75,83939.56,2025-09-02,utilities,
571,2016,85d90869-b2ac-46d6-852d-00df39c39892,43251.47,2025-09-01,childcare,
572,1993,1cf6affe-4635-42a5-8611-e4dc8cb37cce,68420.5,2025-08-14,childcare,
573,1938,8316ce7a-ffbf-4e15-80b0-38c9c9823b37,26588.69,2025-08-15,education,133
574,1819,750ee684-078d-42ea-be24-d5229ee0f225,44082.95,2025-08-27,other,
575,1935,514252ea-3c42-4f6f-be08-05592255a572,34089.29,2025-08-19,utilities,
576,1785,22a2eede-b8fa-41ac-b276-55b4fc9e44db,53043.19,2025-09-02,food,195
577,1776,9c71fc32-adff-4f81-acd9-1cf5ae465a36,28092.53,2025-08-28,food,
578,1899,c573d2ca-b99e-4be7-981f-67013727c078,64735.89,2025-09-11,medical,145
579,1880,c3931116-b6dc-47d9-966e-3ad9dd1d32dd,59970.34,2025-08-14,other,78
580,1856,072d05a7-d2af-42f7-8254-8a7eda9ecb44,45546.98,2025-08-12,education,
581,1828,da8d16c7-b2ca-4e7e-969f-3994a0b4be53,12366.92,2025-08-24,rent_arrears,233
